Text Content,Document,Codes,Start position,End position
"Workspace settings will be picked up from the main (""master"") folder and applied to all files and folders that are associated to it.",issue396_allCommentsText.doc,396_non-argumentative,135024,135156
"Now, you can still define settings on any of the additional folders via workspace settings though we might not support all of them.",issue396_allCommentsText.doc,396_non-argumentative,135157,135288
For example a setting like `update.channel: none` cannot be supported on a per-folder basis.,issue396_allCommentsText.doc,396_non-argumentative,135289,135381
"What we will have to do is to identify settings that we can support on a folder level (e.g. `files.exclude`, all editor settings) and make the necessary changes to enable them.",issue396_allCommentsText.doc,396_non-argumentative,135382,135558
"This is one of the major areas of work we have to invest in, especially since extensions can also define settings that we want to support on a per-folder scope.",issue396_allCommentsText.doc,396_non-argumentative,135559,135719
@stefcameron we will keep the `additionalFolders` setting open enough to eventually add additional meta data to it.,issue396_allCommentsText.doc,"396_warrant 13, 396_warrant 38, 396_support 38, 396_support 13",135899,136014
For example I could think of being able to provide a name for such a config so that switching between projects goes by name and not main folder.,issue396_allCommentsText.doc,"396_warrant 13, 396_warrant 38, 396_support 38, 396_support 13",136015,136159
"In the beginning, opening a file from one of the `additionalFolders` would behave very similar to opening a file that is not in the folder you have opened initially.",issue396_allCommentsText.doc,396_non-argumentative,138930,139095
TypeScript for example can deal well with this case: they just walk up from the currently opened file until a `tsconfig.json` file is found and then treat this as a project.,issue396_allCommentsText.doc,396_non-argumentative,139096,139269
Features like find references work without issues: ![image](https://cloud.githubusercontent.com/assets/900690/26779922/a5456df6-49e7-11e7-8be3-b763b6f5e2dc.png),issue396_allCommentsText.doc,396_non-argumentative,139270,139432
It would be nice if any language extension could work by just going from the currently active file instead of forcing to have an explicit project context.,issue396_allCommentsText.doc,396_non-argumentative,139435,139589
This has some subtle implications but I'd need to think about it some more to provide useful feedback.,issue396_allCommentsText.doc,396_non-argumentative,139916,140018
I would speak less about master-details relationship when talking about multi-root because most of the UX will treat the main folder equal to the additional folders.,issue396_allCommentsText.doc,396_non-argumentative,143872,144037
Master folder is really just the container of the settings for additional folders and will be the main driver for global workspace settings.,issue396_allCommentsText.doc,396_non-argumentative,144038,144178
For backwards compatibility it will also be the one we send to extensions as `rootPath`.,issue396_allCommentsText.doc,396_non-argumentative,144179,144267
"@bpasero Ok yes, sticking with the saving into user settings rather than workspace settings would prevent the dirtying of the workspace folders - I'm guessing that it would still save before requiring the user to explicitly perform a save action though yes?",issue396_allCommentsText.doc,396_non-argumentative,145093,145350
That leaves me with two follow up questions:,issue396_allCommentsText.doc,396_non-argumentative,145353,145397
1)         What would happen when a user opens a workspace with `additionalFolders` defined in its workspace-settings?,issue396_allCommentsText.doc,396_non-argumentative,145400,145518
Would this become synced into their user-settings? and would it override the entry for that workspace-root if it existed in the user-settings workspace list? Or vice versa?,issue396_allCommentsText.doc,396_non-argumentative,145519,145691
2)         Is putting this list of workspaces into user-settings a better option than initially avoiding storing workspaces in either of these JSON settings files?,issue396_allCommentsText.doc,396_non-argumentative,145694,145857
"In the current single-folder system, when a folder is re-opened from the `File > Open Recent` menu item, the tabs which were open previously are remembered - as far as I can tell this isn't being stored in any user-editable settings file, couldn't the additional paths be stored in the same way, until a user saves them explicitly?",issue396_allCommentsText.doc,396_non-argumentative,145858,146189
"I did not like the layout presented by @maddouri, mainly due to the problems found in this issue (#25352, #25354).",issue396_allCommentsText.doc,"396_claim 30, 396_against 30",146453,146567
I think it will be more complex even if you have to use the keyboard to access the folders in the displayed model.,issue396_allCommentsText.doc,"396_against 30, 396_warrant 30",146568,146682
"@saborrie workspace settings override user settings, same as before.",issue396_allCommentsText.doc,396_non-argumentative,149283,149351
A `additionalFolders` setting inside the workspace always takes precedence.,issue396_allCommentsText.doc,396_non-argumentative,149352,149427
"Given the nature of this setting though, you can only override the additionalFolders for the currently opened folder when this setting is specified inside the workspace (this is shown in the videos by having `path: "".""` for the ""master"").",issue396_allCommentsText.doc,396_non-argumentative,149428,149666
Having this as UI state stored similarly to e.g. how many tabs are opened was an option that we discussed but we did not find it has lots of advantages over a setting.,issue396_allCommentsText.doc,"396_against 49, 396_warrant 49",149669,149836
"Some reasons:*         this is not shareable (neither via workspace setting, nor via a settings sync extension)",issue396_allCommentsText.doc,"396_against 49, 396_warrant 49",149837,149949
"*         this is not something extensions can access today easily (settings API exists, UI state API does not)",issue396_allCommentsText.doc,"396_against 49, 396_warrant 49",149950,150061
Is there a particular reason you would not want this inside settings?,issue396_allCommentsText.doc,396_non-argumentative,150064,150133
I like the concept of the additional folders setting.,issue396_allCommentsText.doc,"396_claim 25, 396_support 25",151054,151107
For me having a single root folder is enough.,issue396_allCommentsText.doc,"396_warrant 25, 396_support 25",151108,151153
If I want full development functionality on an associated project I can open a new vscode window.,issue396_allCommentsText.doc,"396_warrant 25, 396_support 25",151154,151251
What I need from the additional folders is just limited functionality.,issue396_allCommentsText.doc,"396_claim 50, 396_support 50",151254,151324
For example I might want a symbol definition from an associated project for use in the root project but not need or want the ability to rename it or find all references for it in the additional folder.,issue396_allCommentsText.doc,"396_claim 50, 396_support 50",151325,151526
For `Tasks` I'd prefer to have this kind of view: ```expressCompileRun Testsexpress-pluginCompileRun Tests```,issue396_allCommentsText.doc,"396_claim 53, 396_support 53",154334,154452
"1.         In my opinion you shouldn't touch/change the folder names, meaning ""express-plugin"" should be displayed exactly as it's displayed in the `Explorer` and not as ""Express Plugin"".",issue396_allCommentsText.doc,"396_claim 55, 396_support 55",154469,154656
"2.         Moving between tasks with the keyboard can also be made in such a way that it ignores selecting the roots so if you move down from `express\""Run Tests""` in the example the next item that would get selected is `express-plugin\Compile` as opposed to `express-plugin`",issue396_allCommentsText.doc,"396_claim 56, 396_support 56",154659,154934
p.s. Haven't seen the whole video yet but these just things that came to mind,issue396_allCommentsText.doc,396_non-argumentative,154937,155014
@stevencl watched both videos.,issue396_allCommentsText.doc,396_non-argumentative,164062,164092
1.         Alternative 2 with the disambiguation seems the most clear.,issue396_allCommentsText.doc,"396_warrant 30, 396_support 30",164095,164165
It seems like this could be collapsible (i.e. one of the roots in the tree) which would allow for many projects to be seen at once.,issue396_allCommentsText.doc,"396_claim 58, 396_support 58",164167,164299
